title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,alert_new,magnitude_bins
"M 6.5 - 42 km W of Sola, Vanuatu",6.5,8/16/23 12:47,7,4,green,0,657,us,114,7.177,25,mww,192.955,-13.8814,167.158,"Sola, Vanuatu",Oceania,Vanuatu,2023,8,Yellow,7-Jun
"M 6.5 - 43 km S of Intipucá, El Salvador",6.5,7/19/23 0:22,8,6,yellow,0,775,us,92,0.679,40,mww,69.727,12.814,-88.1265,"Intipucá, El Salvador",North America,El Salvador,2023,7,Yellow,7-Jun
"M 6.6 - 25 km ESE of Loncopué, Argentina",6.6,7/17/23 3:05,7,5,green,0,899,us,70,1.634,28,mww,171.371,-38.1911,-70.3731,"Loncopué, Argentina",South America,Argentina,2023,7,Yellow,7-Jun
"M 7.2 - 98 km S of Sand Point, Alaska",7.2,7/16/23 6:48,6,6,green,1,860,us,173,0.907,36,mww,32.571,54.3844,-160.699,"Sand Point, Alaska",North America,United States of America,2023,7,Orange,8-Jul
M 7.3 - Alaska Peninsula,7.3,7/16/23 6:48,0,5,green,1,820,at,79,0.879451,172.8,Mi,21,54.49,-160.796,Alaska Peninsula,North America,United States of America,2023,7,Orange,8-Jul
"M 6.6 - 277 km NNE of Codrington, Antigua and Barbuda",6.6,7/10/23 20:28,5,4,green,1,802,us,95,2.454,37,mww,10,20.0196,-61.0955,"Codrington, Antigua and Barbuda",North America,Antigua and Barbuda,2023,7,Yellow,7-Jun
M 6.9 - Tonga,6.9,7/2/23 10:27,4,4,green,1,741,us,136,1.179,23,mww,229,-17.853,-174.937,Tonga,Oceania,Tonga,2023,7,Yellow,7-Jun
M 7.2 - south of the Fiji Islands,7.2,6/15/23 18:06,8,6,green,1,804,us,85,2.59,24,mww,167.404,-22.9824,-177.208,the Fiji Islands,Oceania,Fiji,2023,6,Orange,8-Jul
M 6.6 - Panama-Colombia border region,6.6,5/25/23 3:05,6,6,green,1,733,us,50,2.163,129,mww,10,8.8894,-77.1231,Panama-Colombia border region,South America,Colombia,2023,5,Yellow,7-Jun
M 7.1 - southeast of the Loyalty Islands,7.1,5/20/23 1:51,3,4,green,1,777,us,98,2.812,56,mww,35.981,-23.0622,170.456,the Loyalty Islands,Oceania,New Caledonia,2023,5,Orange,8-Jul
M 7.7 - southeast of the Loyalty Islands,7.7,5/19/23 2:57,5,4,green,1,927,us,277,3.111,15,mww,18.027,-23.2286,170.694,the Loyalty Islands,Oceania,New Caledonia,2023,5,Orange,8-Jul
"M 7.6 - 95 km WNW of Hihifo, Tonga",7.6,5/10/23 16:02,8,6,green,1,907,us,111,3.631,17,mww,210.097,-15.6002,-174.608,"Hihifo, Tonga",Oceania,Tonga,2023,5,Orange,8-Jul
M 6.6 - south of the Fiji Islands,6.6,4/28/23 3:13,0,2,green,0,670,us,52,5.123,50,mww,598.467,-25.2657,178.424,the Fiji Islands,Oceania,Fiji,2023,4,Yellow,7-Jun
"M 7.1 - 170 km SSE of Teluk Dalam, Indonesia",7.1,4/24/23 20:00,9,7,green,0,838,us,70,2.282,58,mww,15.462,-0.781,98.5339,"Teluk Dalam, Indonesia",Asia,Indonesia,2023,4,Orange,8-Jul
"M 7.1 - Kermadec Islands, New Zealand",7.1,4/24/23 0:41,8,7,green,1,777,us,126,0.708,23,mww,43.063,-30.0249,-177.897,"Kermadec Islands, New Zealand",Oceania,New Zealand,2023,4,Orange,8-Jul
M 6.7 - south of the Fiji Islands,6.7,4/18/23 4:31,0,3,green,1,691,us,166,4.719,10,mww,595.854,-22.2844,179.391,the Fiji Islands,Oceania,Fiji,2023,4,Yellow,7-Jun
"M 7.0 - 96 km N of Tuban, Indonesia",7,4/14/23 9:55,5,3,green,0,818,us,131,1.881,31,mww,594.028,-6.0255,112.033,"Tuban, Indonesia",Asia,Indonesia,2023,4,Orange,8-Jul
"M 6.5 - near the east coast of the Kamchatka Peninsula, Russia",6.5,4/3/23 3:06,7,6,yellow,1,655,us,104,0.266,30,mww,105.631,52.7772,158.484,"the Kamchatka Peninsula, Russia",Asia,Russia,2023,4,Yellow,7-Jun
"M 7.0 - New Guinea, Papua New Guinea",7,4/2/23 18:04,7,7,green,1,781,us,105,6.45,31,mww,62.603,-4.2924,143.155,"New Guinea, Papua New Guinea",Oceania,Papua New Guinea,2023,4,Orange,8-Jul
"M 6.5 - 84 km NNW of San Antonio de los Cobres, Argentina",6.5,3/22/23 16:00,4,4,green,0,656,us,97,1.622,33,mww,209.976,-23.4797,-66.5108,"San Antonio de los Cobres, Argentina",South America,Argentina,2023,3,Yellow,7-Jun
"M 6.5 - 40 km SSE of Jurm, Afghanistan",6.5,3/21/23 16:47,7,5,green,0,1350,us,134,2.53,13,mww,187.589,36.5227,70.9787,"Jurm, Afghanistan",Asia,Afghanistan,2023,3,Yellow,7-Jun
M 6.8 - near the coast of Ecuador,6.8,3/18/23 17:12,9,7,orange,1,1159,us,152,0.709,28,mww,65.842,-2.851,-79.8001,Ecuador,South America,Ecuador,2023,3,Yellow,7-Jun
M 7.0 - Kermadec Islands region,7,3/16/23 0:56,8,5,green,1,756,us,116,1.789,22,mww,22.065,-30.1147,-176.112,Kermadec Islands region,Oceania,New Zealand,2023,3,Orange,8-Jul
"M 6.9 - Kermadec Islands, New Zealand",6.9,3/4/23 6:41,5,5,green,1,735,us,108,0.784,18,mww,205.681,-29.4748,-178.787,"Kermadec Islands, New Zealand",Oceania,New Zealand,2023,3,Yellow,7-Jun
"M 6.5 - 86 km WSW of Port-Olry, Vanuatu",6.5,3/2/23 18:04,7,6,green,1,653,us,66,5.483,45,mww,10,-15.3597,166.385,"Port-Olry, Vanuatu",Oceania,Vanuatu,2023,3,Yellow,7-Jun
"M 6.5 - 108 km NW of Kimbe, Papua New Guinea",6.5,3/1/23 5:36,4,2,green,1,652,us,115,2.739,20,mww,598.925,-4.8138,149.487,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea,2023,3,Yellow,7-Jun
"M 6.8 - 67 km W of Murghob, Tajikistan",6.8,2/23/23 0:37,9,7,green,0,737,us,128,1.783,20,mww,20.522,38.0726,73.2077,"Murghob, Tajikistan",Asia,Tajikistan,2023,2,Yellow,7-Jun
"M 7.5 - 4 km SSE of Ekinözü, Turkey",7.5,2/6/23 10:24,9,9,orange,0,1411,us,135,0.85,17,mww,10,38.0235,37.203,"Ekinözü, Turkey",Asia,Turkiye,2023,2,Orange,8-Jul
"M 6.7 - 18 km ESE of Nurdağı, Turkey",6.7,2/6/23 1:28,9,8,yellow,0,800,us,108,0.218,44,mww,14.497,37.4135,36.8306,"Nurdağı, Turkey",Asia,Turkiye,2023,2,Yellow,7-Jun
M 7.8 - Central Turkey,7.8,2/6/23 1:17,9,9,red,0,2910,us,118,1.919,32,mww,17.925,37.2012,36.9997,Central Turkey,Asia,Turkiye,2023,2,Orange,8-Jul
M 6.8 - ,6.8,1/20/23 22:09,4,3,green,0,718,us,60,5.129,61,mww,610.671,-26.7209,-63.0394,,South America,Argentina,2023,1,Yellow,7-Jun
"M 7.0 - 153 km NW of Tobelo, Indonesia",7,1/18/23 6:06,3,5,green,1,756,us,130,1.974,17,mwc,28.566,2.7401,127.051,"Tobelo, Indonesia",Asia,Indonesia,2023,1,Orange,8-Jul
"M 7.6 - Pulau Pulau Tanimbar, Indonesia",7.6,1/9/23 17:47,5,7,green,0,957,us,114,1.575,21,mww,105.249,-7.0852,130.039,"Pulau Pulau Tanimbar, Indonesia",Asia,Indonesia,2023,1,Orange,8-Jul
M 7.0 - Vanuatu,7,1/8/23 12:32,8,7,green,1,768,us,116,6.096,36,mww,29,-14.9383,166.878,Vanuatu,Oceania,Vanuatu,2023,1,Orange,8-Jul
"M 6.8 - 109 km NE of Hihifo, Tonga",6.8,12/4/22 19:24,5,5,green,1,720,us,152,2.587,26,mww,38,-15.3983,-172.968,"Hihifo, Tonga",Oceania,Tonga,2022,12,Yellow,7-Jun
"M 7.0 - 18 km SW of Malango, Solomon Islands",7,11/22/22 2:03,8,7,green,1,768,us,117,0.509,17,mww,14,-9.7963,159.596,"Malango, Solomon Islands",Oceania,Solomon Islands,2022,11,Orange,8-Jul
"M 6.9 - 204 km SW of Bengkulu, Indonesia",6.9,11/18/22 13:37,4,4,green,0,735,us,99,2.229,34,mww,25,-4.9559,100.738,"Bengkulu, Indonesia",Asia,Indonesia,2022,11,Yellow,7-Jun
M 7.0 - ,7,11/12/22 7:09,3,3,green,1,755,us,147,3.125,18,mww,579,-20.0508,-178.346,Fiji region,Oceania,Fiji,2022,11,Orange,8-Jul
"M 7.3 - 205 km ESE of Neiafu, Tonga",7.3,11/11/22 10:48,5,5,green,1,833,us,149,1.865,21,mww,37,-19.2918,-172.129,"Neiafu, Tonga",Oceania,Tonga,2022,11,Orange,8-Jul
M 6.6 - ,6.6,11/9/22 10:14,0,2,green,1,670,us,131,4.998,27,mww,624.464,-25.5948,178.278,Kermadec Islands region,Oceania,New Zealand,2022,11,Yellow,7-Jun
M 7.0 - south of the Fiji Islands,7,11/9/22 9:51,4,3,green,1,755,us,142,4.578,26,mwb,660,-26.0442,178.381,the Fiji Islands,Oceania,Fiji,2022,11,Orange,8-Jul
M 6.8 - south of the Fiji Islands,6.8,11/9/22 9:38,1,3,green,1,711,us,136,4.678,22,mww,630.379,-25.9678,178.363,the Fiji Islands,Oceania,Fiji,2022,11,Yellow,7-Jun
"M 6.7 - 60 km SSW of Boca Chica, Panama",6.7,10/20/22 11:57,7,6,green,1,797,us,145,1.151,37,mww,20,7.6712,-82.3396,"Boca Chica, Panama",North America,Panama,2022,10,Yellow,7-Jun
"M 6.8 - 55 km SSW of Aguililla, Mexico",6.8,9/22/22 6:16,8,7,yellow,1,1179,us,175,2.137,92,mww,20,18.33,-102.913,"Aguililla, Mexico",North America,Mexico,2022,9,Yellow,7-Jun
"M 7.6 - 35 km SSW of Aguililla, Mexico",7.6,9/19/22 18:05,9,8,yellow,1,1799,us,271,1.153,69,mww,26.943,18.3667,-103.252,"Aguililla, Mexico",North America,Mexico,2022,9,Orange,8-Jul
"M 6.9 - 90 km E of Yujing, Taiwan",6.9,9/18/22 6:44,9,9,yellow,1,887,us,215,0.401,34,mww,10,23.1444,121.307,"Yujing, Taiwan",Asia,Taiwan,2022,9,Yellow,7-Jun
"M 6.5 - 96 km SE of Lugu, Taiwan",6.5,9/17/22 13:41,7,7,green,1,756,us,178,0.43,54,mww,10,23.029,121.348,"Lugu, Taiwan",Asia,Taiwan,2022,9,Yellow,7-Jun
"M 7.0 - 209 km SSE of Isangel, Vanuatu",7,9/14/22 11:04,7,5,green,1,761,us,192,2.977,45,mww,137,-21.2077,170.239,"Isangel, Vanuatu",Oceania,Vanuatu,2022,9,Orange,8-Jul
"M 7.6 - 70 km E of Kainantu, Papua New Guinea",7.6,9/10/22 23:47,8,8,yellow,1,965,us,272,3.158,12,mww,116,-6.2237,146.471,"Kainantu, Papua New Guinea",Oceania,Papua New Guinea,2022,9,Orange,8-Jul
"M 6.6 - 44 km SE of Kangding, China",6.6,9/5/22 4:52,9,8,orange,0,1043,us,141,8.454,34,mww,12,29.7263,102.279,"Kangding, China",Asia,People's Republic of China,2022,9,Yellow,7-Jun
M 6.6 - south of the Kermadec Islands,6.6,8/14/22 13:44,7,6,green,1,672,us,68,5.293,34,mww,30,-32.6922,-178.959,the Kermadec Islands,Oceania,New Zealand,2022,8,Yellow,7-Jun
"M 7.0 - 11 km NE of Bantay, Philippines",7,7/27/22 0:43,9,8,yellow,1,1351,us,152,5.276,22,mww,33.729,17.5978,120.809,"Bantay, Philippines",Asia,Philippines,2022,7,Orange,8-Jul
"M 6.5 - 107 km SSW of Tarauacá, Brazil",6.5,6/8/22 0:55,3,2,green,0,653,us,236,1.999,31,mww,622.73,-9.0618,-71.1647,"Tarauacá, Brazil",South America,Brazil,2022,6,Yellow,7-Jun
"M 7.2 - 10 km W of Azángaro, Peru",7.2,5/26/22 12:02,7,5,green,1,876,us,144,2.494,40,mww,236,-14.8628,-70.3081,"Azángaro, Peru",South America,Peru,2022,5,Orange,8-Jul
M 6.9 - ,6.9,5/19/22 10:13,2,5,green,1,733,us,127,0.371,45,mww,10,-54.1325,159.027,Macquarie Island,Oceania,Australia,2022,5,Yellow,7-Jun
"M 6.8 - 86 km NNW of San Antonio de los Cobres, Argentina",6.8,5/10/22 23:06,6,5,green,1,762,us,162,1.505,30,mww,220,-23.6141,-66.7236,"San Antonio de los Cobres, Argentina",South America,Argentina,2022,5,Yellow,7-Jun
"M 6.6 - 55 km WSW of Masachapa, Nicaragua",6.6,4/21/22 7:42,6,5,green,1,762,us,0,0.914,94,mww,27,11.5538,-86.9919,"Masachapa, Nicaragua",North America,Nicaragua,2022,4,Yellow,7-Jun
M 7.0 - southeast of the Loyalty Islands,7,3/31/22 5:44,6,4,green,1,763,us,0,2.705,26,mww,10,-22.5732,170.349,the Loyalty Islands,Oceania,New Caledonia,2022,3,Orange,8-Jul
"M 6.9 - 284 km ESE of Tadine, New Caledonia",6.9,3/30/22 20:56,6,4,green,1,738,us,0,2.697,42,mww,10,-22.72,170.277,"Tadine, New Caledonia",Oceania,New Caledonia,2022,3,Yellow,7-Jun
"M 6.7 - 65 km S of Hualien City, Taiwan",6.7,3/22/22 17:41,8,7,green,1,806,us,0,0.289,32,mww,24,23.3421,121.636,"Hualien City, Taiwan",Asia,Taiwan,2022,3,Yellow,7-Jun
"M 7.3 - 57 km ENE of Namie, Japan",7.3,3/16/22 14:36,9,8,red,1,2397,us,0,2.936,29,mww,41,37.7015,141.587,"Namie, Japan",Asia,Japan,2022,3,Orange,8-Jul
"M 6.7 - 166 km W of Pariaman, Indonesia",6.7,3/13/22 21:09,9,6,green,0,708,us,0,2.188,43,mww,28,-0.6831,98.6034,"Pariaman, Indonesia",Asia,Indonesia,2022,3,Yellow,7-Jun
"M 6.6 - Kermadec Islands, New Zealand",6.6,3/2/22 12:52,2,7,green,1,670,us,0,0.827,46,mww,24,-30.0528,-177.74,"Kermadec Islands, New Zealand",Oceania,New Zealand,2022,3,Yellow,7-Jun
M 6.8 - south of the Fiji Islands,6.8,2/16/22 20:21,2,3,green,1,712,us,0,5.78,12,mww,535,-23.7852,-179.968,the Fiji Islands,Oceania,Fiji,2022,2,Yellow,7-Jun
"M 6.5 - 49 km NW of Barranca, Peru",6.5,2/3/22 15:58,8,6,green,0,690,us,0,3.026,22,mww,110,-4.455,-76.9395,"Barranca, Peru",South America,Peru,2022,2,Yellow,7-Jun
M 6.5 - Kermadec Islands region,6.5,1/29/22 2:46,7,4,green,1,651,us,0,1.088,57,mww,8,-29.535,-176.729,Kermadec Islands region,Oceania,New Zealand,2022,1,Yellow,7-Jun
"M 6.6 - 80 km SW of Labuan, Indonesia",6.6,1/14/22 9:05,8,6,green,0,785,us,0,2.418,22,mww,33,-6.9291,105.251,"Labuan, Indonesia",Asia,Indonesia,2022,1,Yellow,7-Jun
"M 6.5 - 71 km SE of Nikolski, Alaska",6.5,1/11/22 12:39,0,3,green,1,650,at,97,1.61607,108,Mi,37,52.502,-168.08,"Nikolski, Alaska",North America,United States of America,2022,1,Yellow,7-Jun
"M 6.5 - 71 km SE of Nikolski, Alaska",6.5,1/11/22 12:39,0,3,green,1,650,pt,23,0,208.8,Mi,37,52.502,-168.08,"Nikolski, Alaska",North America,United States of America,2022,1,Yellow,7-Jun
"M 6.6 - 53 km SE of Nikolski, Alaska",6.6,1/11/22 12:39,8,5,green,1,674,us,0,0.507,49,mww,19,52.6252,-168.15,"Nikolski, Alaska",North America,United States of America,2022,1,Yellow,7-Jun
"M 6.7 - 91 km SE of Nikolski, Alaska",6.7,1/11/22 11:35,0,4,green,1,691,at,50,0.936943,126,Mi,33,52.48,-167.736,"Nikolski, Alaska",North America,United States of America,2022,1,Yellow,7-Jun
"M 6.7 - 91 km SE of Nikolski, Alaska",6.7,1/11/22 11:35,0,4,green,1,691,pt,20,0,205.2,Mi,33,52.48,-167.736,"Nikolski, Alaska",North America,United States of America,2022,1,Yellow,7-Jun
"M 6.8 - 100 km SE of Nikolski, Alaska",6.8,1/11/22 11:35,7,6,green,1,730,us,0,0.92,61,mww,20,52.6563,-167.917,"Nikolski, Alaska",North America,United States of America,2022,1,Yellow,7-Jun
"M 6.6 - 48 km WNW of Pólis, Cyprus",6.6,1/11/22 1:07,6,6,green,0,976,us,0,1.168,21,mww,21,35.1456,31.9095,"Pólis, Cyprus",Asia,Cyprus,2022,1,Yellow,7-Jun
"M 6.6 - northern Qinghai, China",6.6,1/7/22 17:45,9,8,orange,0,1012,us,0,2.685,13,mww,13,37.8167,101.299,"northern Qinghai, China",Asia,People's Republic of China,2022,1,Yellow,7-Jun
"M 7.3 - 125 km NNE of Lospalos, Timor Leste",7.3,12/29/21 18:25,8,7,green,0,921,us,0,3.713,19,mww,165.49,-7.5924,127.581,"Lospalos, Timor Leste",Asia,Indonesia,2021,12,Orange,8-Jul
M 7.3 - Flores Sea,7.3,12/14/21 3:20,9,5,green,1,854,us,0,1.025,32,mww,14.27,-7.6033,122.2,Flores Sea,Asia,Indonesia,2021,12,Orange,8-Jul
"M 7.5 - 43 km NNW of Barranca, Peru",7.5,11/28/21 10:52,8,8,yellow,1,1094,us,0,4.951,40,mww,126,-4.4898,-76.8461,"Barranca, Peru",South America,Peru,2021,11,Orange,8-Jul
"M 6.6 - 177 km SE of Hirara, Japan",6.6,11/10/21 15:45,7,4,green,1,688,us,0,3.259,15,mww,12,23.5414,126.48,"Hirara, Japan",Asia,Japan,2021,11,Yellow,7-Jun
"M 6.9 - 112 km E of Chignik, Alaska",6.9,10/11/21 9:10,8,6,green,1,995,ak,0,0,0,mww,51.6,56.2581,-156.492,"Chignik, Alaska",North America,United States of America,2021,10,Yellow,7-Jun
M 6.9 - Vanuatu region,6.9,10/9/21 10:58,4,3,green,1,740,us,0,4.778,31,mww,535,-21.1704,174.54,Vanuatu region,Oceania,Vanuatu,2021,10,Yellow,7-Jun
M 7.3 - Vanuatu region,7.3,10/2/21 6:29,4,4,green,1,826,us,0,4.493,32,mww,527,-21.1036,174.895,Vanuatu region,Oceania,Vanuatu,2021,10,Orange,8-Jul
"M 6.5 - 80 km SW of Jiquilillo, Nicaragua",6.5,9/22/21 9:57,7,5,green,1,684,us,0,0.993,114,mww,21,12.1598,-87.8542,"Jiquilillo, Nicaragua",North America,Nicaragua,2021,9,Yellow,7-Jun
"M 7.0 - Acapulco, Mexico",7,9/8/21 1:47,8,8,red,1,2504,us,0,0.07,43,mww,20,16.9502,-99.7877,"Acapulco, Mexico",North America,Mexico,2021,9,Orange,8-Jul
M 7.1 - South Sandwich Islands region,7.1,8/22/21 21:33,1,4,green,1,776,us,0,9.799,32,mww,6,-60.3026,-24.9992,South Sandwich Islands region,Antarctica,British Overseas Territory,2021,8,Orange,8-Jul
M 6.6 - South Sandwich Islands region,6.6,8/22/21 0:45,1,3,green,1,670,us,0,8.865,19,mww,7,-60.1023,-24.4608,South Sandwich Islands region,Antarctica,British Overseas Territory,2021,8,Yellow,7-Jun
"M 6.9 - 17 km N of Port-Olry, Vanuatu",6.9,8/18/21 10:10,8,7,green,1,741,us,0,0.579,54,mww,93,-14.892,167.085,"Port-Olry, Vanuatu",Oceania,Vanuatu,2021,8,Yellow,7-Jun
M 6.9 - South Sandwich Islands region,6.9,8/16/21 11:10,6,4,green,1,734,us,0,8.363,48,mww,16.7,-58.3814,-23.3318,South Sandwich Islands region,Antarctica,British Overseas Territory,2021,8,Yellow,7-Jun
"M 7.2 - Nippes, Haiti",7.2,8/14/21 12:29,9,8,red,1,2331,us,0,1.178,23,mww,10,18.3521,-73.4804,"Nippes, Haiti",North America,Haiti,2021,8,Orange,8-Jul
"M 6.9 - 136 km SE of Perryville, Alaska",6.9,8/14/21 11:57,5,4,green,1,738,ak,0,0,0,mww,33.3,55.2364,-157.707,"Perryville, Alaska",North America,United States of America,2021,8,Yellow,7-Jun
"M 6.9 - 125 km SE of Perryville, Alaska",6.9,8/14/21 11:57,5,4,green,1,738,us,0,1.173,36,mww,20.74,55.2657,-157.68,"Perryville, Alaska",North America,United States of America,2021,8,Yellow,7-Jun
M 8.1 - South Sandwich Islands region,8.1,8/12/21 18:35,0,7,green,0,1009,us,0,7.463,78,mww,22.79,-58.4157,-25.3206,South Sandwich Islands region,Antarctica,British Overseas Territory,2021,8,Red,9-Aug
M 7.5 - South Sandwich Islands region,7.5,8/12/21 18:32,9,6,green,1,868,us,0,7.227,38,mww,47.23,-57.5959,-25.1874,South Sandwich Islands region,Antarctica,British Overseas Territory,2021,8,Orange,8-Jul
"M 7.1 - 60 km ENE of Pondaguitan, Philippines",7.1,8/11/21 17:46,9,7,green,1,846,us,0,1.273,25,mww,55.14,6.4547,126.742,"Pondaguitan, Philippines",Asia,Philippines,2021,8,Orange,8-Jul
"M 8.2 - 91 km ESE of Perryville, Alaska",8.2,7/29/21 6:15,8,6,green,1,1237,us,0,0.875,66,mww,46.66,55.4742,-157.917,"Perryville, Alaska",North America,United States of America,2021,7,Red,9-Aug
"M 8.2 - 99 km SE of Perryville, Alaska",8.2,7/29/21 6:15,8,7,yellow,1,1252,ak,0,0,0,mww,35,55.3154,-157.829,"Perryville, Alaska",North America,United States of America,2021,7,Red,9-Aug
"M 6.7 - 15 km S of Hukay, Philippines",6.7,7/23/21 20:48,8,5,green,1,935,us,0,8.139,12,mww,110,13.6989,120.713,"Hukay, Philippines",Asia,Philippines,2021,7,Yellow,7-Jun
"M 6.7 - 71 km S of Burica, Panama",6.7,7/21/21 21:15,6,6,green,1,830,us,0,1.395,61,mww,10,7.5904,-82.8813,"Burica, Panama",North America,Panama,2021,7,Yellow,7-Jun
"M 6.5 - Kermadec Islands, New Zealand",6.5,6/20/21 17:05,0,4,green,1,650,us,0,7.994,24,mww,25,-30.2144,-177.773,"Kermadec Islands, New Zealand",Oceania,New Zealand,2021,6,Yellow,7-Jun
"M 6.5 - 265 km SSE of Alo, Wallis and Futuna",6.5,5/21/21 22:13,5,7,green,1,652,us,0,4.518,44,mww,10,-16.4796,-177.356,"Alo, Wallis and Futuna",Oceania,Wallis and Futuna,2021,5,Yellow,7-Jun
"M 7.3 - Southern Qinghai, China",7.3,5/21/21 18:04,9,9,orange,0,1025,us,0,4.655,9,mww,10,34.5861,98.2551,"Southern Qinghai, China",Asia,People's Republic of China,2021,5,Orange,8-Jul
"M 6.7 - 260 km S of Sinabang, Indonesia",6.7,5/14/21 6:33,8,4,green,0,698,us,0,1.487,37,mww,11,0.1684,96.6475,"Sinabang, Indonesia",Asia,Indonesia,2021,5,Yellow,7-Jun
M 6.7 - Mauritius - Reunion region,6.7,5/12/21 14:05,9,3,green,0,694,us,0,10.669,45,mww,10,-17.2495,66.3745,Mauritius - Reunion region,Africa,Mauritius,2021,5,Yellow,7-Jun
M 6.9 - ,6.9,5/1/21 1:27,7,6,green,1,919,us,0,2.619,35,mww,43,38.2296,141.665,,Asia,Japan,2021,5,Yellow,7-Jun
"M 6.5 - 207 km WSW of Haveluloto, Tonga",6.5,4/25/21 22:28,4,4,green,0,651,us,0,5.931,20,mww,246,-21.6857,-177.064,"Haveluloto, Tonga",Oceania,Tonga,2021,4,Yellow,7-Jun
"M 6.5 - 225 km WNW of Pangai, Tonga",6.5,4/24/21 0:23,6,4,green,0,652,us,0,10.405,19,mww,301,-18.9204,-176.235,"Pangai, Tonga",Oceania,Tonga,2021,4,Yellow,7-Jun
"M 7.0 - 30 km E of Ishinomaki, Japan",7,3/20/21 9:09,7,7,yellow,1,1052,us,0,2.378,35,mww,43,38.4752,141.607,"Ishinomaki, Japan",Asia,Japan,2021,3,Orange,8-Jul
"M 6.6 - 171 km SSE of Ust’-Kamchatsk Staryy, Russia",6.6,3/16/21 18:38,5,5,green,1,672,us,0,3.183,18,mww,13.23,54.7018,163.208,"Sea of Okhottsk, near Kuril Islands Kamchatsk Staryy, Russia",Asia,Russia,2021,3,Yellow,7-Jun
M 6.5 - Kermadec Islands region,6.5,3/4/21 23:12,0,4,green,0,650,us,0,11.764,25,mwb,24,-28.4792,-176.619,Kermadec Islands region,Oceania,New Zealand,2021,3,Yellow,7-Jun
"M 8.1 - Kermadec Islands, New Zealand",8.1,3/4/21 19:28,9,8,green,1,1021,us,0,0.739,21,mww,28.93,-29.7466,-177.224,"Kermadec Islands, New Zealand",Oceania,New Zealand,2021,3,Red,9-Aug
"M 7.4 - Kermadec Islands, New Zealand",7.4,3/4/21 17:41,3,7,green,1,843,us,0,0.437,30,mww,43,-29.6131,-177.842,"Kermadec Islands, New Zealand",Oceania,New Zealand,2021,3,Orange,8-Jul
"M 7.3 - 182 km NE of Gisborne, New Zealand",7.3,3/4/21 13:27,7,6,green,1,932,us,0,0.918,24,mww,10,-37.596,179.544,"Gisborne, New Zealand",Oceania,New Zealand,2021,3,Orange,8-Jul
"M 7.1 - 73 km ENE of Namie, Japan",7.1,2/13/21 14:07,9,8,orange,1,1612,us,0,3.085,11,mww,43.98,37.6856,141.992,"Namie, Japan",Asia,Japan,2021,2,Orange,8-Jul
M 7.7 - southeast of the Loyalty Islands,7.7,2/10/21 13:19,9,4,green,1,918,us,0,7.989,15,mww,10,-23.2787,171.489,the Loyalty Islands,Oceania,New Caledonia,2021,2,Orange,8-Jul
M 6.9 - South Shetland Islands,6.9,1/23/21 23:36,9,5,green,1,739,us,0,1.55,16,mww,15,-61.8484,-55.559,South Shetland Islands,Antarctica,British Overseas Territory,2021,1,Yellow,7-Jun
"M 7.0 - 211 km SE of Pondaguitan, Philippines",7,1/21/21 12:23,7,5,green,1,802,us,0,2.821,15,mww,80,5.0074,127.517,"Pondaguitan, Philippines",Asia,Philippines,2021,1,Orange,8-Jul
"M 6.7 - 29 km SSW of Turt, Mongolia",6.7,1/11/21 21:32,8,8,green,0,776,us,0,2.043,22,mww,10,51.2407,100.443,"Turt, Mongolia",Asia,Mongolia,2021,1,Yellow,7-Jun
"M 6.7 - 146 km WNW of Corral, Chile",6.7,12/27/20 21:39,5,5,green,1,776,us,0,1.319,19,mww,10,-39.3264,-74.9067,"Corral, Chile",South America,Chile,2020,12,Yellow,7-Jun
"M 7.0 - 13 km NNE of Néon Karlovásion, Greece",7,10/30/20 11:51,8,7,orange,0,1527,us,0,1.518,18,mww,21,37.8973,26.7953,"Néon Karlovásion, Greece",Europe,Greece,2020,10,Orange,8-Jul
"M 7.6 - 99 km SE of Sand Point, Alaska",7.6,10/19/20 20:54,9,7,yellow,1,1165,us,0,0.23,36,mww,28.37,54.662,-159.675,"Sand Point, Alaska",North America,United States of America,2020,10,Orange,8-Jul
M 6.9 - central Mid-Atlantic Ridge,6.9,9/18/20 21:43,0,3,green,1,732,us,0,11.255,16,mww,10,0.9604,-26.8332,"central Mid-Atlantic Ridge, off coast of Brazil (Ocean)",South America,Brazil,2020,9,Yellow,7-Jun
"M 6.5 - 94 km NW of Vallenar, Chile",6.5,9/1/20 21:09,6,6,green,0,674,us,0,0.388,49,mww,16,-27.9285,-71.3937,"Vallenar, Chile",South America,Chile,2020,9,Yellow,7-Jun
"M 6.8 - 86 km NW of Vallenar, Chile",6.8,9/1/20 4:09,6,7,green,1,824,us,0,0.312,69,mww,21,-28.013,-71.1958,"Vallenar, Chile",South America,Chile,2020,9,Yellow,7-Jun
M 6.5 - central Mid-Atlantic Ridge,6.5,8/30/20 21:20,4,5,green,0,651,us,0,15.394,31,mww,10,0.8696,-29.7046,central Mid-Atlantic Ridge (Ocean),Other,Other,2020,8,Yellow,7-Jun
"M 6.9 - 222 km SSE of Katabu, Indonesia",6.9,8/21/20 4:09,4,3,green,0,749,us,0,2.267,20,mww,624,-6.6704,123.493,"Katabu, Indonesia",Asia,Indonesia,2020,8,Yellow,7-Jun
