title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,alert_new,magnitude_bins
"M 6.9 - 31 km SW of Burias, Philippines",6.9,4/28/17 20:23,9,6,green,1,814,us,0,1.636,14,mww,26,5.5043,125.066,"Burias, Philippines",Asia,Philippines,2017,4,Yellow,7-Jun
"M 6.9 - 40 km W of Valparaíso, Chile",6.9,4/24/17 21:38,9,7,yellow,1,1642,us,0,0.356,39,mww,28,-33.0375,-72.0617,"Valparaíso, Chile",South America,Chile,2017,4,Yellow,7-Jun
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,4/3/17 17:40,7,8,green,0,1297,us,0,2.36,15,mww,29,-22.6784,25.1558,"Moijabana, Botswana",Africa,Botswana,2017,4,Yellow,7-Jun
"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.6,3/29/17 4:09,6,7,yellow,1,671,us,0,4.591,14,mww,17,56.9401,162.786,"Ust’-Kamchatsk Staryy, Russia",Asia,Russia,2017,3,Yellow,7-Jun
M 6.9 - south of the Fiji Islands,6.9,2/24/17 17:28,2,3,green,1,733,us,0,6.012,19,mww,414.5,-23.2593,-178.804,the Fiji Islands,Oceania,Fiji,2017,2,Yellow,7-Jun
"M 6.5 - 41 km E of Padilla, Bolivia",6.5,2/21/17 14:09,3,3,green,0,653,us,0,4.242,14,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",South America,Bolivia,2017,2,Yellow,7-Jun
"M 6.5 - 11 km N of Mabua, Philippines",6.5,2/10/17 14:03,8,7,yellow,1,718,us,0,2.822,36,mww,15,9.9071,125.452,"Mabua, Philippines",Asia,Philippines,2017,2,Yellow,7-Jun
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,1/22/17 4:30,9,7,yellow,1,987,us,0,3.625,9,mww,135,-6.2464,155.172,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,2017,1,Orange,8-Jul
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,1/19/17 23:04,6,6,green,1,654,us,0,1.64,21,mww,36,-10.3506,161.335,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2017,1,Yellow,7-Jun
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,1/10/17 6:13,6,3,green,1,849,us,0,3.813,18,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",Asia,Philippines,2017,1,Orange,8-Jul
"M 6.9 - 225 km SW of Nadi, Fiji",6.9,1/3/17 21:52,6,4,green,1,742,us,0,2.495,13,mww,12,-19.3733,176.052,"Nadi, Fiji",Oceania,Fiji,2017,1,Yellow,7-Jun
"M 7.6 - 41 km SW of Quellón, Chile",7.6,12/25/16 14:22,9,8,yellow,1,1152,us,0,0.355,29,mww,38,-43.4064,-73.9413,"Quellón, Chile",South America,Chile,2016,12,Orange,8-Jul
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,12/21/16 0:17,5,5,green,0,726,us,0,3.38,17,mww,152,-7.5082,127.921,"Lospalos, Timor Leste",Asia,Indonesia,2016,12,Yellow,7-Jun
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,12/17/16 10:51,9,7,yellow,1,972,us,0,1.389,13,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,2016,12,Orange,8-Jul
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,12/9/16 19:10,8,6,green,1,737,us,0,1.747,26,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2016,12,Yellow,7-Jun
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,12/8/16 21:56,0,5,green,0,650,us,0,1.937,18,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2016,12,Yellow,7-Jun
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,12/8/16 17:38,9,8,green,1,961,us,0,1.836,13,mww,40,-10.6812,161.327,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2016,12,Orange,8-Jul
"M 6.6 - 164 km W of Ferndale, California",6.6,12/8/16 14:49,5,4,green,1,1120,us,0,1.405,55,mww,8.45,40.4535,-126.194,"Ferndale, California",North America,United States of America,2016,12,Yellow,7-Jun
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,12/6/16 22:03,9,8,yellow,0,731,us,0,0.778,27,mww,13,5.2834,96.1678,"Reuleuet, Indonesia",Asia,Indonesia,2016,12,Yellow,7-Jun
"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,11/25/16 14:24,8,7,green,0,693,us,0,1.697,20,mww,17,39.2732,73.9776,"Murghob, Tajikistan",Asia,People's Republic of China,2016,11,Yellow,7-Jun
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,11/24/16 18:43,5,4,green,1,855,us,0,1.796,20,mww,10,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",North America,El Salvador,2016,11,Yellow,7-Jun
"M 6.9 - 35 km ESE of Namie, Japan",6.9,11/21/16 20:59,9,6,green,1,1144,us,0,0.671,10,mww,9,37.3931,141.387,"Namie, Japan",Asia,Japan,2016,11,Yellow,7-Jun
"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,11/14/16 0:34,7,7,yellow,1,664,us,0,0.283,56,mww,9,-42.6058,173.254,"Amberley, New Zealand",Oceania,New Zealand,2016,11,Yellow,7-Jun
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,11/13/16 11:32,6,7,yellow,1,656,us,0,0.135,58,mww,10,-42.3205,173.669,"Blenheim, New Zealand",Oceania,New Zealand,2016,11,Yellow,7-Jun
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,11/13/16 11:02,9,9,orange,1,1545,us,0,0.481,21,mww,15.11,-42.7373,173.054,"Amberley, New Zealand",Oceania,New Zealand,2016,11,Orange,8-Jul
"M 6.6 - 5 km ESE of Preci, Italy",6.6,10/30/16 6:40,9,8,red,0,2840,us,0,0.174,25,mww,8,42.8621,13.0961,"Preci, Italy",Europe,Italy,2016,10,Yellow,7-Jun
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,10/19/16 0:26,3,3,green,0,677,us,0,2.022,16,mww,614,-4.8626,108.163,"Pamanukan, Indonesia",Asia,Indonesia,2016,10,Yellow,7-Jun
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,10/17/16 6:14,3,6,green,1,716,us,0,3.727,11,mww,42,-6.0033,148.887,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea,2016,10,Yellow,7-Jun
M 6.9 - Fiji region,6.9,9/24/16 21:28,2,3,green,1,733,us,0,4.051,9,mww,596.4,-19.7819,-178.244,Fiji region,Oceania,Fiji,2016,9,Yellow,7-Jun
"M 7.0 - 175 km NE of Gisborne, New Zealand",7,9/1/16 16:37,5,6,green,1,897,us,0,0.698,21,mww,19,-37.3586,179.146,"Gisborne, New Zealand",Oceania,New Zealand,2016,9,Orange,8-Jul
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,8/31/16 3:11,4,3,green,1,713,us,0,0.803,12,mww,476,-3.6849,152.792,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea,2016,8,Yellow,7-Jun
"M 6.8 - 26 km W of Chauk, Myanmar",6.8,8/24/16 10:34,6,6,yellow,0,981,us,0,1.802,17,mww,82,20.9228,94.569,"Chauk, Myanmar",Asia,Myanmar,2016,8,Yellow,7-Jun
M 7.2 - southeast of the Loyalty Islands,7.2,8/12/16 1:26,6,5,green,1,799,us,0,4.823,14,mww,16.37,-22.4765,173.117,the Loyalty Islands,Oceania,New Caledonia,2016,8,Orange,8-Jul
"M 7.7 - Pagan region, Northern Mariana Islands",7.7,7/29/16 21:18,5,6,green,1,971,us,0,3.294,14,mww,196,18.5429,145.507,"Pagan region, Northern Mariana Islands",Oceania,Northern Mariana Islands,2016,7,Orange,8-Jul
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,6/1/16 22:56,4,6,green,0,671,us,0,2.435,16,mww,50,-2.0967,100.665,"Sungai Penuh, Indonesia",Asia,Indonesia,2016,6,Yellow,7-Jun
M 7.2 - South Sandwich Islands region,7.2,5/28/16 9:46,1,6,green,1,798,us,0,5.803,24,mww,78,-56.2409,-26.9353,South Sandwich Islands region (Ocean),South America,British Overseas Territory,2016,5,Orange,8-Jul
M 6.9 - ,6.9,5/28/16 5:38,3,3,green,1,733,us,0,5.485,19,mww,405.69,-21.9724,-178.204,Vanua Levu Region,Oceania,Fiji,2016,5,Yellow,7-Jun
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,5/18/16 16:46,8,7,green,1,780,us,0,1.192,17,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",South America,Ecuador,2016,5,Yellow,7-Jun
"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,5/18/16 7:57,5,7,green,1,744,us,0,1.352,21,mww,16,0.4261,-79.7899,"Muisne, Ecuador",South America,Ecuador,2016,5,Yellow,7-Jun
"M 7.0 - 3 km NW of Norsup, Vanuatu",7,4/28/16 19:33,7,7,green,1,755,us,0,0.616,14,mww,24,-16.0429,167.379,"Norsup, Vanuatu",Oceania,Vanuatu,2016,4,Orange,8-Jul
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,4/16/16 23:58,9,9,orange,1,1163,us,0,1.44,15,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",South America,Ecuador,2016,4,Orange,8-Jul
"M 7.0 - 6 km ESE of Kumamoto, Japan",7,4/15/16 16:25,9,9,red,1,2074,us,0,0.349,32,mww,10,32.7906,130.754,"Kumamoto, Japan",Asia,Japan,2016,4,Orange,8-Jul
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,4/13/16 13:55,6,6,yellow,0,903,us,0,3.001,14,mww,136,23.0944,94.8654,"Mawlaik, Myanmar",Asia,Myanmar,2016,4,Yellow,7-Jun
"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,4/10/16 10:28,6,4,green,0,738,us,0,0.789,17,mww,212,36.4725,71.1311,"Ashk?sham, Afghanistan",Asia,Afghanistan,2016,4,Yellow,7-Jun
"M 6.7 - 104 km W of Sola, Vanuatu",6.7,4/7/16 3:32,7,5,green,1,692,us,0,6.787,25,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",Oceania,Vanuatu,2016,4,Yellow,7-Jun
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,4/6/16 6:58,7,6,green,1,691,us,0,6.697,19,mww,24,-14.0683,166.624,"Sola, Vanuatu",Oceania,Vanuatu,2016,4,Yellow,7-Jun
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,4/3/16 8:23,7,6,green,1,734,us,0,1.166,25,mww,26,-14.3235,166.855,"Port-Olry, Vanuatu",Oceania,Vanuatu,2016,4,Yellow,7-Jun
"M 7.8 - southwest of Sumatra, Indonesia",7.8,3/2/16 12:49,4,3,green,0,948,us,0,7.009,20,mww,24,-4.9521,94.3299,"Sumatra, Indonesia",Asia,Indonesia,2016,3,Orange,8-Jul
"M 7.2 - 80 km S of Mil’kovo, Russia",7.2,1/30/16 3:25,3,7,green,1,799,us,0,0.958,17,mww,177,53.9776,158.546,"Mil’kovo, Russia",Asia,Russia,2016,1,Orange,8-Jul
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,1/24/16 10:30,7,7,green,1,1496,ak,0,0,0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States of America,2016,1,Orange,8-Jul
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,1/21/16 18:06,3,4,green,1,673,us,0,2.413,74,mww,10,18.8239,-106.934,"La Cruz de Loreto, Mexico",North America,Mexico,2016,1,Yellow,7-Jun
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,1/14/16 3:25,5,6,green,1,717,us,0,0.281,22,mww,46,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan,2016,1,Yellow,7-Jun
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,1/11/16 16:38,3,6,green,1,651,us,0,3.144,22,mww,13,3.8965,126.862,"Sarangani, Philippines",Asia,Indonesia,2016,1,Yellow,7-Jun
"M 6.7 - 29 km W of Imph?l, India",6.7,1/3/16 23:05,8,7,orange,0,1515,us,0,1.794,16,mww,55,24.8036,93.6505,"Imph?l, India",Asia,India,2016,1,Yellow,7-Jun
"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,12/17/15 19:49,8,6,green,1,765,us,0,0.41,35,mww,85,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",North America,Mexico,2015,12,Yellow,7-Jun
"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,12/9/15 10:21,8,5,green,0,738,us,0,2.979,14,mww,21,-4.1064,129.508,"Amahai, Indonesia",Asia,Indonesia,2015,12,Yellow,7-Jun
"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,12/7/15 7:50,4,7,green,0,827,us,0,1.116,18,mww,22,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan,2015,12,Orange,8-Jul
"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,11/26/15 5:45,2,3,green,0,691,us,0,2.033,19,mww,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",South America,Brazil,2015,11,Yellow,7-Jun
"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,11/24/15 22:50,5,4,green,0,896,us,0,2.852,10,mww,620.56,-10.0598,-71.0184,"Iñapari, Peru",South America,Peru,2015,11,Orange,8-Jul
"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,11/24/15 22:45,6,5,green,1,957,us,0,3.287,10,mww,606.21,-10.5372,-70.9437,"Iñapari, Peru",South America,Peru,2015,11,Orange,8-Jul
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,11/18/15 18:31,5,6,green,1,715,us,0,1.599,19,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",Oceania,Solomon Islands,2015,11,Yellow,7-Jun
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,11/17/15 7:10,7,7,orange,0,1018,us,0,0,0,mww,11,38.67,20.6,"Lefkáda, Greece",Europe,Greece,2015,11,Yellow,7-Jun
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,11/13/15 20:51,5,4,green,0,702,us,0,1.444,17,mww,12,31.0009,128.873,"Makurazaki, Japan",Asia,Japan,2015,11,Yellow,7-Jun
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,11/11/15 2:46,5,6,green,0,744,us,0,0.821,43,mww,10,-29.5097,-72.0585,"Coquimbo, Chile",South America,Chile,2015,11,Yellow,7-Jun
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11/11/15 1:54,6,6,green,1,761,us,0,0.784,32,mww,12,-29.5067,-72.0068,"Coquimbo, Chile",South America,Chile,2015,11,Yellow,7-Jun
"M 6.6 - Nicobar Islands, India region",6.6,11/8/15 16:47,7,4,green,0,675,us,0,2.792,31,mww,10,6.8431,94.648,"Nicobar Islands, India region",Asia,India,2015,11,Yellow,7-Jun
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,11/7/15 7:31,7,7,green,1,841,us,0,0.258,41,mww,46,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile,2015,11,Yellow,7-Jun
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,11/4/15 3:44,5,7,green,0,657,us,0,1.53,21,mww,20,-8.3381,124.875,"Maubara, Timor Leste",Asia,Indonesia,2015,11,Yellow,7-Jun
"M 7.5 - Hindu Kush region, Afghanistan",7.5,10/26/15 9:09,8,7,orange,0,1448,us,0,0.622,18,mww,231,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan,2015,10,Orange,8-Jul
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,10/20/15 21:52,6,6,green,1,780,us,0,0.592,11,mww,135,-14.8595,167.303,"Port-Olry, Vanuatu",Oceania,Vanuatu,2015,10,Orange,8-Jul
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,9/24/15 15:53,7,7,green,0,671,us,0,2.486,13,mww,18,-0.6212,131.262,"Sorong, Indonesia",Asia,Indonesia,2015,9,Yellow,7-Jun
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,9/21/15 17:40,5,7,green,1,820,us,0,1.064,14,mww,35,-31.7275,-71.3792,"Illapel, Chile",South America,Chile,2015,9,Yellow,7-Jun
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,9/17/15 4:10,5,7,green,0,718,us,0,0.853,35,mww,23,-31.5173,-71.804,"Illapel, Chile",South America,Chile,2015,9,Yellow,7-Jun
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,9/17/15 3:55,6,7,green,0,657,us,0,0.749,62,mww,27,-31.4244,-71.6876,"Illapel, Chile",South America,Chile,2015,9,Yellow,7-Jun
"M 7.0 - 25 km WNW of Illapel, Chile",7,9/16/15 23:18,8,7,green,0,799,us,0,0.903,13,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile,2015,9,Orange,8-Jul
"M 8.3 - 48 km W of Illapel, Chile",8.3,9/16/15 22:54,9,8,orange,1,1960,us,0,0.684,19,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",South America,Chile,2015,9,Red,9-Aug
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,9/13/15 8:14,5,5,green,1,708,us,0,1.256,123,mww,10,24.913,-109.623,"Topolobampo, Mexico",North America,Mexico,2015,9,Yellow,7-Jun
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,8/12/15 18:49,0,5,green,1,650,us,0,2.045,16,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",Oceania,Solomon Islands,2015,8,Yellow,7-Jun
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,8/10/15 4:12,3,5,green,1,671,us,0,1.872,20,mww,22,-9.3438,158.053,"Malango, Solomon Islands",Oceania,Solomon Islands,2015,8,Yellow,7-Jun
"M 7.0 - 234 km W of Abepura, Indonesia",7,7/27/15 21:41,9,7,green,1,762,us,0,6.278,12,mww,48,-2.6286,138.528,"Abepura, Indonesia",Asia,Indonesia,2015,7,Orange,8-Jul
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,7/27/15 4:49,4,7,green,1,734,us,0,0.444,39,mww,29,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",North America,United States of America,2015,7,Yellow,7-Jun
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7,7/18/15 2:27,8,6,green,1,759,us,0,5.205,22,mww,11,-10.4012,165.141,"Lata, Solomon Islands",Oceania,Solomon Islands,2015,7,Orange,8-Jul
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,7/16/15 15:16,4,4,green,1,686,us,0,1.218,20,mww,20,13.8672,-58.5479,"Bathsheba, Barbados",North America,Barbados,2015,7,Yellow,7-Jun
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,7/10/15 4:12,4,5,green,1,691,us,0,1.529,11,mww,12,-9.307,158.403,"Malango, Solomon Islands",Oceania,Solomon Islands,2015,7,Yellow,7-Jun
"M 6.5 - Bonin Islands, Japan region",6.5,6/23/15 12:18,3,4,green,0,652,us,0,2.277,11,mww,460,27.7375,139.725,"Bonin Islands, Japan region",Asia,Japan,2015,6,Yellow,7-Jun
"M 7.8 - Bonin Islands, Japan region",7.8,5/30/15 11:23,6,3,green,1,1151,us,0,1.675,12,mww,664,27.8386,140.493,"Bonin Islands, Japan region",Asia,Japan,2015,5,Orange,8-Jul
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,5/29/15 7:00,5,6,green,1,762,ak,0,0,0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",North America,United States of America,2015,5,Yellow,7-Jun
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,5/22/15 23:59,1,5,green,1,711,us,0,3.619,18,mww,10,-11.1093,163.215,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2015,5,Yellow,7-Jun
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,5/22/15 21:45,1,4,green,1,732,us,0,4.024,22,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2015,5,Yellow,7-Jun
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,5/20/15 22:48,1,4,green,1,711,us,0,4.395,15,mww,11,-10.8759,164.169,"Lata, Solomon Islands",Oceania,Solomon Islands,2015,5,Yellow,7-Jun
"M 6.8 - 32 km SE of ?funato, Japan",6.8,5/12/15 21:12,8,6,green,1,831,us,0,1.422,8,mww,35,38.9056,142.032,"?funato, Japan",Asia,Japan,2015,5,Yellow,7-Jun
M 7.3 - Nepal,7.3,5/12/15 7:05,8,7,orange,0,1563,us,0,0.677,11,mww,15,27.8087,86.0655,Nepal,Asia,Nepal,2015,5,Orange,8-Jul
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,5/7/15 7:10,1,6,green,1,776,us,0,3.835,11,mww,10,-7.2175,154.557,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,2015,5,Orange,8-Jul
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,5/5/15 1:44,7,8,green,1,869,us,0,1.295,22,mww,55,-5.4624,151.875,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,2015,5,Orange,8-Jul
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,5/1/15 8:06,5,6,green,1,714,us,0,1.074,23,mww,44,-5.2005,151.777,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,2015,5,Yellow,7-Jun
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,4/30/15 10:45,5,6,green,1,692,us,0,1.239,12,mww,31,-5.375,151.771,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,2015,4,Yellow,7-Jun
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,4/26/15 7:09,7,7,yellow,0,1016,us,0,0.727,13,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal,2015,4,Yellow,7-Jun
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,4/25/15 6:45,8,7,yellow,0,733,us,0,1.778,16,mww,10,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal,2015,4,Yellow,7-Jun
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,4/25/15 6:11,8,9,red,0,2820,us,0,1.857,12,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal,2015,4,Orange,8-Jul
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,4/17/15 15:52,0,5,green,1,650,us,0,3.702,42,mww,10,-15.8815,-178.6,"Alo, Wallis and Futuna",Oceania,Wallis and Futuna,2015,4,Yellow,7-Jun
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,3/30/15 8:48,2,5,green,1,650,us,0,4.629,36,mww,11,-15.4994,-173.029,"Hihifo, Tonga",Oceania,Tonga,2015,3,Yellow,7-Jun
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,3/29/15 23:48,6,7,green,1,872,us,0,0.666,19,mww,41,-4.7294,152.562,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,2015,3,Orange,8-Jul
"M 7.0 - 150 km NNE of Maumere, Indonesia",7,2/27/15 13:45,4,6,green,0,760,us,0,1.362,12,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",Asia,Indonesia,2015,2,Orange,8-Jul
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,2/16/15 23:06,5,5,green,1,714,us,0,1.925,20,mww,23,39.8558,142.881,"Miyako, Japan",Asia,Japan,2015,2,Yellow,7-Jun
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,2/11/15 18:57,4,6,green,1,700,us,0,2.11,16,mww,223,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina,2015,2,Yellow,7-Jun
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,1/23/15 3:47,1,4,green,1,711,us,0,2.019,13,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",Oceania,Vanuatu,2015,1,Yellow,7-Jun
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,1/7/15 5:07,1,4,green,1,650,us,0,4.318,61,mww,8,5.9045,-82.6576,"Punta de Burica, Panama",North America,Panama,2015,1,Yellow,7-Jun
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,12/8/14 8:54,7,6,green,1,709,us,0,2.485,43,mww,20,7.9401,-82.6865,"Punta de Burica, Panama",North America,Panama,2014,12,Yellow,7-Jun
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,12/7/14 1:22,1,5,green,1,670,us,0,3.246,12,mww,23,-6.5108,154.46,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,2014,12,Yellow,7-Jun
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,12/2/14 5:11,1,3,green,0,670,us,0,2.6,9,mww,614,6.1572,123.126,"Sangay, Philippines",Asia,Philippines,2014,12,Yellow,7-Jun
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,11/26/14 14:33,6,5,green,1,713,us,0,1.421,19,mww,39,1.9604,126.575,"Ternate, Indonesia",Asia,Indonesia,2014,11,Yellow,7-Jun
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,11/21/14 10:10,5,5,green,1,652,us,0,1.549,9,mww,35,2.2999,127.056,"Tobelo, Indonesia",Asia,Indonesia,2014,11,Yellow,7-Jun
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,11/16/14 22:33,7,4,green,1,698,us,0,1.079,25,mww,22,-37.6478,179.662,"Gisborne, New Zealand",Oceania,New Zealand,2014,11,Yellow,7-Jun
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,11/15/14 2:31,4,6,green,1,779,us,0,1.397,18,mww,45,1.8929,126.522,"Ternate, Indonesia",Asia,Indonesia,2014,11,Orange,8-Jul
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,11/7/14 3:33,2,6,green,1,671,us,0,3.557,13,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,2014,11,Yellow,7-Jun
M 7.1 - Fiji region,7.1,11/1/14 18:57,3,6,green,1,776,us,0,4.415,13,mww,434,-19.6903,-177.759,Fiji region,Oceania,Fiji,2014,11,Orange,8-Jul
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,10/14/14 3:51,8,6,yellow,1,982,us,0,1.078,18,mww,40,12.5262,-88.1225,"Intipucá, El Salvador",North America,El Salvador,2014,10,Orange,8-Jul
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,9/17/14 6:14,5,5,green,1,724,us,0,0.46,11,mww,130,13.7641,144.429,"Piti Village, Guam",Oceania,Guam,2014,9,Yellow,7-Jun
"M 6.8 - 38 km NW of Aniso, Peru",6.8,8/24/14 23:21,6,6,green,1,741,us,0,4.107,18,mww,101,-14.598,-73.5714,"Aniso, Peru",South America,Peru,2014,8,Yellow,7-Jun
M 6.9 - Federated States of Micronesia region,6.9,8/3/14 0:22,0,4,green,1,732,us,0,6.393,12,mww,13,0.8295,146.169,Micronesia region,Oceania,Federated States of Micronesia (FSM),2014,8,Yellow,7-Jun
M 6.9 - Fiji region,6.9,7/21/14 14:54,0,6,green,1,732,us,0,3.934,15,mww,615.42,-19.8015,-178.4,Fiji region,Oceania,Fiji,2014,7,Yellow,7-Jun
